Ticker,ArticlesUrls,ArticlesSentimentScores,ConnectedTickers,ConnectedFrequency,LinkingArticlesUrls,LinkingArticlesSentimentScores
MQ,"['https://www.investors.com/news/technology/sq-stock-buy-now/', 'https://seekingalpha.com/article/4566121-marqeta-first-mover-advantage-growing-industry-stock-priced-in', 'https://www.fool.com/investing/2022/11/30/one-growth-stock-down-83-youll-wish-you-own-when-t/', 'https://finance.yahoo.com/news/why-baron-funds-exited-position-182905148.html', 'https://www.marketwatch.com/story/stocks-in-focus-reata-pharmaceuticals-stock-soars-after-fda-drug-approval-novavax-falls-after-vaccine-maker-issues-substantial-doubts-over-future-operations-faa5daac', 'https://www.marketscreener.com/quote/stock/MARQETA-INC-123528971/news/Marqeta-Announces-Agreement-To-Acquire-Power-Finance-Inc-42846819/?utm_medium=RSS&utm_content=20230130', 'https://beststocks.com/marqeta-inc-mq-receives-33-price-target/', 'https://seekingalpha.com/article/4538186-marqeta-im-not-going-anywhere', 'https://www.fool.com/investing/2022/06/30/2-risks-you-need-to-know-before-you-buy-marqeta/', 'https://www.investors.com/news/technology/fintech-companies-to-buy-and-watch/']","[0, 2.3459, 0.3755, 0, 0.592, 4.9069375, 0.8604, 2.171216666666667, -1.4306333333333336, 0]","['COIN', 'AMC', 'RIVN', 'C', 'BCS', 'SQ', 'SOFI']","[1, 1, 1, 1, 1, 1, 1]",[],[]
GILD,"['https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-underperforms-friday-when-compared-to-competitors-8c19609-0018d025e346', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-market-on-strong-trading-day-b353d85b-2718d05ed234', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-underperforms-tuesday-when-compared-to-competitors-ca8f60ff-73fb93ccbd05', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-competitors-despite-losses-on-the-day-53863145-95976693e4bf', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-underperforms-wednesday-when-compared-to-competitors-e6cff725-a584da97034d', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-competitors-on-strong-trading-day-bd885069-235365153816', 'https://www.marketwatch.com/data-news/regeneron-pharmaceuticals-inc-stock-underperforms-thursday-when-compared-to-competitors-87f768f-367c7c70aa73', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-competitors-despite-losses-on-the-day-8165bad9-f9f14233f943', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-competitors-on-strong-trading-day-96a503aa-d15c4b65c274', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-competitors-on-strong-trading-day-16b76351-954fd3eba7d5']","[2.592, 2.6344000000000003, 2.592, 1.8276, 2.592, 2.6344000000000003, -3.0, 1.8276, 2.6344000000000003, 2.6344000000000003]","['ABT', 'JNJ', 'PFE']","[9, 3, 3]",[],[]
BK,"['https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-outperforms-competitors-on-strong-trading-day-db5b80a6-23726a75283c', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-outperforms-competitors-on-strong-trading-day-ac5cb030-81cb18e7c7ce', 'https://beststocks.com/bank-of-new-york-mellon-corp-increases-investment-3/', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-underperforms-friday-when-compared-to-competitors-fead5b57-5507b1feaaac', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-underperforms-thursday-when-compared-to-competitors-4c89592e-23504681200f', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-underperforms-friday-when-compared-to-competitors-60c9cef4-1e7182de3e38', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-underperforms-monday-when-compared-to-competitors-67a40aed-e5c99f06b6b1', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-outperforms-competitors-on-strong-trading-day-a2873802-37c8b1728d3c', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-underperforms-wednesday-when-compared-to-competitors-3b8e69b8-100fed4b7bd6', 'https://www.marketwatch.com/data-news/franklin-resources-inc-stock-outperforms-competitors-on-strong-trading-day-771bf7f3-974511014135']","[2.6344000000000003, 2.6344000000000003, 3.9058, -1.112, -1.112, -1.408, -1.112, 2.6344000000000003, -1.112, 3.0]","['JPM', 'WFC']","[4, 8]",[],[]
UAA,[],[],[],[],[],[]
NWL,[],[],[],[],[],[]
CPNG,[],[],[],[],[],[]
BAX,[],[],[],[],[],[]
NTNX,[],[],[],[],[],[]
AA,[],[],[],[],[],[]
TAL,[],[],[],[],[],[]
ABT,[],[],[],[],"['https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-underperforms-friday-when-compared-to-competitors-8c19609-0018d025e346', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-market-on-strong-trading-day-b353d85b-2718d05ed234', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-underperforms-tuesday-when-compared-to-competitors-ca8f60ff-73fb93ccbd05', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-competitors-despite-losses-on-the-day-53863145-95976693e4bf', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-underperforms-wednesday-when-compared-to-competitors-e6cff725-a584da97034d', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-competitors-on-strong-trading-day-bd885069-235365153816', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-competitors-despite-losses-on-the-day-8165bad9-f9f14233f943', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-competitors-on-strong-trading-day-96a503aa-d15c4b65c274', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-competitors-on-strong-trading-day-16b76351-954fd3eba7d5']","[-4.0, -4.0, 4.0, -4.0, -4.0, 4.0, -4.0, -4.0, 4.0]"
SCHW,[],[],[],[],[],[]
AVTR,[],[],[],[],[],[]
RYCEY,[],[],[],[],[],[]
CL,[],[],[],[],[],[]
ON,[],[],[],[],[],[]
JD,[],[],[],[],[],[]
CFG,[],[],[],[],[],[]
CCJ,[],[],[],[],[],[]
EXC,[],[],[],[],[],[]
NEX,[],[],[],[],[],[]
FHN,[],[],[],[],[],[]
SBSW,[],[],[],[],[],[]
PBR,[],[],[],[],[],[]
BEKE,[],[],[],[],[],[]
ELAN,[],[],[],[],[],[]
GE,[],[],[],[],[],[]
KDP,[],[],[],[],[],[]
SLB,[],[],[],[],[],[]
DIS,[],[],[],[],[],[]
BILI,[],[],[],[],[],[]
BP,[],[],[],[],[],[]
HOOD,[],[],[],[],[],[]
CAG,[],[],[],[],[],[]
CHWRF,[],[],[],[],[],[]
CX,[],[],[],[],[],[]
PR,[],[],[],[],[],[]
TFC,[],[],[],[],[],[]
HL,[],[],[],[],[],[]
NEE,[],[],[],[],[],[]
BSX,[],[],[],[],[],[]
CVX,[],[],[],[],[],[]
BTG,[],[],[],[],[],[]
AMCR,[],[],[],[],[],[]
CVS,[],[],[],[],[],[]
JNJ,[],[],[],[],"['https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-competitors-on-strong-trading-day-bd885069-235365153816', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-competitors-on-strong-trading-day-96a503aa-d15c4b65c274', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-competitors-on-strong-trading-day-16b76351-954fd3eba7d5']","[6.4, 5.6000000000000005, 6.4]"
GGB,[],[],[],[],[],[]
CHPT,[],[],[],[],[],[]
CARR,[],[],[],[],[],[]
LI,[],[],[],[],[],[]
LUV,[],[],[],[],[],[]
PARA,[],[],[],[],[],[]
WBA,[],[],[],[],[],[]
HLN,[],[],[],[],[],[]
DASH,[],[],[],[],[],[]
SQ,[],[],[],[],['https://www.fool.com/investing/2022/06/30/2-risks-you-need-to-know-before-you-buy-marqeta/'],[-7.128]
BMY,[],[],[],[],[],[]
KR,[],[],[],[],[],[]
MRO,[],[],[],[],[],[]
HPQ,[],[],[],[],[],[]
JBLU,[],[],[],[],[],[]
DIDIY,[],[],[],[],[],[]
XM,[],[],[],[],[],[]
U,[],[],[],[],[],[]
TSM,[],[],[],[],[],[]
PINS,[],[],[],[],[],[]
WBD,[],[],[],[],[],[]
QCOM,[],[],[],[],[],[]
CTRA,[],[],[],[],[],[]
YMM,[],[],[],[],[],[]
CRM,[],[],[],[],[],[]
M,[],[],[],[],[],[]
NEM,[],[],[],[],[],[]
DKS,[],[],[],[],[],[]
RF,[],[],[],[],[],[]
TCOM,[],[],[],[],[],[]
DVN,[],[],[],[],[],[]
PTON,[],[],[],[],[],[]
PYPL,[],[],[],[],[],[]
CRWD,[],[],[],[],[],[]
UAL,[],[],[],[],[],[]
GPS,[],[],[],[],[],[]
LVS,[],[],[],[],[],[]
IQ,[],[],[],[],[],[]
CLF,[],[],[],[],[],[]
LYG,[],[],[],[],[],[]
CSCO,[],[],[],[],[],[]
ET,[],[],[],[],[],[]
DAL,[],[],[],[],[],[]
APE,[],[],[],[],[],[]
MRK,[],[],[],[],[],[]
RLX,[],[],[],[],[],[]
DISH,[],[],[],[],[],[]
XOM,[],[],[],[],[],[]
NYCB,[],[],[],[],[],[]
JPM,[],[],[],[],"['https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-outperforms-competitors-on-strong-trading-day-db5b80a6-23726a75283c', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-outperforms-competitors-on-strong-trading-day-ac5cb030-81cb18e7c7ce', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-underperforms-friday-when-compared-to-competitors-60c9cef4-1e7182de3e38', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-outperforms-competitors-on-strong-trading-day-a2873802-37c8b1728d3c']","[4.0, 4.0, -4.0, 4.0]"
ABEV,[],[],[],[],[],[]
DKNG,[],[],[],[],[],[]
NCLH,[],[],[],[],[],[]
WU,[],[],[],[],[],[]
GM,[],[],[],[],[],[]
HPE,[],[],[],[],[],[]
GRAB,[],[],[],[],[],[]
LAZR,[],[],[],[],[],[]
OXY,[],[],[],[],[],[]
RBLX,[],[],[],[],[],[]
MPW,[],[],[],[],[],[]
PLUG,[],[],[],[],[],[]
BBIO,[],[],[],[],[],[]
AUY,[],[],[],[],[],[]
MU,[],[],[],[],[],[]
SHOP,[],[],[],[],[],[]
BABA,[],[],[],[],[],[]
MRVL,[],[],[],[],[],[]
TEVA,[],[],[],[],[],[]
KO,[],[],[],[],[],[]
VTRS,[],[],[],[],[],[]
CSX,[],[],[],[],[],[]
VST,[],[],[],[],[],[]
KMI,[],[],[],[],[],[]
KGC,[],[],[],[],[],[]
SWN,[],[],[],[],[],[]
CS,[],[],[],[],[],[]
AFRM,[],[],[],[],[],[]
LYFT,[],[],[],[],[],[]
NOK,[],[],[],[],[],[]
COIN,[],[],[],[],['https://www.fool.com/investing/2022/11/30/one-growth-stock-down-83-youll-wish-you-own-when-t/'],[6.7216]
BB,[],[],[],[],[],[]
AMC,[],[],[],[],['https://www.marketwatch.com/story/stocks-in-focus-reata-pharmaceuticals-stock-soars-after-fda-drug-approval-novavax-falls-after-vaccine-maker-issues-substantial-doubts-over-future-operations-faa5daac'],[0.47720000000000007]
FCX,[],[],[],[],[],[]
LU,[],[],[],[],[],[]
VOD,[],[],[],[],[],[]
LCID,[],[],[],[],[],[]
AAL,[],[],[],[],[],[]
RIG,[],[],[],[],[],[]
XPEV,[],[],[],[],[],[]
HBAN,[],[],[],[],[],[]
PCG,[],[],[],[],[],[]
UMPQ,[],[],[],[],[],[]
CMCSA,[],[],[],[],[],[]
MSFT,[],[],[],[],[],[]
SIRI,[],[],[],[],[],[]
KEY,[],[],[],[],[],[]
GOLD,[],[],[],[],[],[]
PFE,[],[],[],[],"['https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-competitors-on-strong-trading-day-bd885069-235365153816', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-competitors-on-strong-trading-day-96a503aa-d15c4b65c274', 'https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-outperforms-competitors-on-strong-trading-day-16b76351-954fd3eba7d5']","[4.800000000000001, 4.0, 4.800000000000001]"
NU,[],[],[],[],[],[]
VZ,[],[],[],[],[],[]
WFC,[],[],[],[],"['https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-outperforms-competitors-on-strong-trading-day-db5b80a6-23726a75283c', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-outperforms-competitors-on-strong-trading-day-ac5cb030-81cb18e7c7ce', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-underperforms-friday-when-compared-to-competitors-fead5b57-5507b1feaaac', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-underperforms-thursday-when-compared-to-competitors-4c89592e-23504681200f', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-underperforms-friday-when-compared-to-competitors-60c9cef4-1e7182de3e38', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-underperforms-monday-when-compared-to-competitors-67a40aed-e5c99f06b6b1', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-outperforms-competitors-on-strong-trading-day-a2873802-37c8b1728d3c', 'https://www.marketwatch.com/data-news/bank-of-new-york-mellon-corp-stock-underperforms-wednesday-when-compared-to-competitors-3b8e69b8-100fed4b7bd6']","[2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]"
GOOG,[],[],[],[],[],[]
CCL,[],[],[],[],[],[]
PLTR,[],[],[],[],[],[]
UBER,[],[],[],[],[],[]
ITUB,[],[],[],[],[],[]
AI,[],[],[],[],[],[]
SOFI,[],[],[],[],['https://www.fool.com/investing/2022/06/30/2-risks-you-need-to-know-before-you-buy-marqeta/'],[3.0544]
T,[],[],[],[],[],[]
DNA,[],[],[],[],[],[]
LUMN,[],[],[],[],[],[]
C,[],[],[],[],['https://beststocks.com/marqeta-inc-mq-receives-33-price-target/'],[1.6184000000000003]
VALE,[],[],[],[],[],[]
BBD,[],[],[],[],[],[]
META,[],[],[],[],[],[]
INTC,[],[],[],[],[],[]
NIO,[],[],[],[],[],[]
F,[],[],[],[],[],[]
BAC,[],[],[],[],[],[]
AMZN,[],[],[],[],[],[]
AAPL,[],[],[],[],[],[]
NVDA,[],[],[],[],[],[]
SNAP,[],[],[],[],[],[]
AMD,[],[],[],[],[],[]
RIVN,[],[],[],[],['https://www.marketwatch.com/story/stocks-in-focus-reata-pharmaceuticals-stock-soars-after-fda-drug-approval-novavax-falls-after-vaccine-maker-issues-substantial-doubts-over-future-operations-faa5daac'],[-4.0]
TSLA,[],[],[],[],[],[]
INFY,[],[],[],[],[],[]
MO,[],[],[],[],[],[]
BCS,[],[],[],[],['https://beststocks.com/marqeta-inc-mq-receives-33-price-target/'],[-4.0848]
ERIC,[],[],[],[],[],[]
ASX,[],[],[],[],[],[]
DOW,[],[],[],[],[],[]
ENB,[],[],[],[],[],[]
VICI,[],[],[],[],[],[]
WMB,[],[],[],[],[],[]
ABNB,[],[],[],[],[],[]
PG,[],[],[],[],[],[]
TME,[],[],[],[],[],[]
S,[],[],[],[],[],[]
KOS,[],[],[],[],[],[]
TOST,[],[],[],[],[],[]
GLW,[],[],[],[],[],[]
JCI,[],[],[],[],[],[]
COTY,[],[],[],[],[],[]
WMT,[],[],[],[],[],[]
AGNC,[],[],[],[],[],[]
MDT,[],[],[],[],[],[]
VFC,[],[],[],[],[],[]
PSTG,[],[],[],[],[],[]
CPG,[],[],[],[],[],[]
USB,[],[],[],[],[],[]
MUFG,[],[],[],[],[],[]
HIMS,[],[],[],[],[],[]
QS,[],[],[],[],[],[]
MTCH,[],[],[],[],[],[]
FITB,[],[],[],[],[],[]
X,[],[],[],[],[],[]
RTX,[],[],[],[],[],[]
IOT,[],[],[],[],[],[]
GNW,[],[],[],[],[],[]
ARMK,[],[],[],[],[],[]
GFI,[],[],[],[],[],[]
PAAS,[],[],[],[],[],[]
TJX,[],[],[],[],[],[]
AMAT,[],[],[],[],[],[]
AR,[],[],[],[],[],[]
FTNT,[],[],[],[],[],[]
CFLT,[],[],[],[],[],[]
EBAY,[],[],[],[],[],[]
UMC,[],[],[],[],[],[]
NKE,[],[],[],[],[],[]
SAN,[],[],[],[],[],[]
ORCL,[],[],[],[],[],[]
ROKU,[],[],[],[],[],[]
